"epoch		",train_loss,train_acc,,"epoch		",train_loss,train_acc,,"epoch		",train_loss,train_acc,,"epoch		",train_loss,train_acc,,epoch,train_loss,train_acc
0,2.578,0.1445,,0,2.4741,0.1961,,0,2.4587,0.1617,,0,2.4781,0.1711,,0,2.490012884,0.160937503
1,1.6748,0.375,,1,1.7276,0.3625,,1,1.5735,0.4109,,1,1.6168,0.382,,1,1.870842934,0.321093738
2,1.1034,0.5742,,2,1.2816,0.5102,,2,1.046,0.5969,,2,1.3193,0.4945,,2,1.223761559,0.510156274
3,0.8231,0.7156,,3,0.8332,0.6727,,3,0.7913,0.7047,,3,1.0277,0.6109,,3,0.874787986,0.651562512
4,0.6381,0.7766,,4,0.7075,0.7406,,4,0.673,0.75,,4,0.7621,0.7172,,4,0.707710683,0.732812524
5,0.4598,0.8281,,5,0.6113,0.7758,,5,0.7026,0.7484,,5,0.716,0.7516,,5,0.651063919,0.767968774
6,0.2129,0.9266,,6,0.4956,0.8328,,6,0.3255,0.8617,,6,0.4534,0.8203,,6,0.377375424,0.84765625
7,0.4382,0.8594,,7,0.2554,0.9047,,7,0.3583,0.8758,,7,0.5753,0.8078,,7,0.325321913,0.874218762
8,0.2194,0.9359,,8,0.472,0.8719,,8,0.3722,0.8836,,8,0.3664,0.8633,,8,0.28607893,0.901562512
9,0.0997,0.9648,,9,0.3695,0.8719,,9,0.1443,0.9477,,9,0.1723,0.9367,,9,0.315988749,0.903124988
,,,,,,,,,,,,,,,,10,0.190895915,0.944531262
,test_loss,test_acc,,,test_loss,test_acc,,,test_loss,test_acc,,,test_loss,test_acc,,11,0.155380726,0.935937524
,0.09885,0.97031,,,0.26678,0.91328,,,0.14357,0.94375,,,0.11759,0.96249,,12,0.037970301,0.985937476
,,,,,,,,,,,,,,,,13,0.143424571,0.960156262
,,,,,,,,,,,,,,,,14,0.252929986,0.944531262
,,,,,,,,,,,,,,,,15,0.180277214,0.958593726
,,,,,,,,,,,,,,,,16,0.064810306,0.978124976
,,,,,,,,,,,,,,,,17,0.018076524,0.99609375
,,,,,,,,,,,,,,,,18,0.00152515,1
,,,,,,,,,,,,,,,,19,0.000441001,1
,,,,,,,,,,,,,,,,20,0.000244029,1
,,,,,,,,,,,,,,,,21,0.000143841,1
,,,,,,,,,,,,,,,,22,0.0000913,1
,,,,,,,,,,,,,,,,23,0.0000602,1
,,,,,,,,,,,,,,,,24,0.0000426,1
,,,,,,,,,,,,,,,,25,0.0000316,1
,,,,,,,,,,,,,,,,26,0.0000245,1
,,,,,,,,,,,,,,,,27,0.0000195,1
,,,,,,,,,,,,,,,,28,0.0000162,1
,,,,,,,,,,,,,,,,29,0.0000128,1
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,test_loss,test_acc
,,,,,,,,,,,,,,,,,0.00001836,1
